type,count,name,series,collection
Base Amethyst,31,Lola Vice,NXT,/8
Base Emerald,31,Lola Vice,NXT,/5
Base Gold,31,Lola Vice,NXT,/10
Base Platinum,31,Lola Vice,NXT,1/1
Base Ruby,31,Lola Vice,NXT,/15
Vertical Autographed Memorabilia,45,Lyra Valkyria,Raw,/25
Vertical Autographed Memorabilia Amethyst,45,Lyra Valkyria,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,45,Lyra Valkyria,Raw,/3
Vertical Autographed Memorabilia Emerald,45,Lyra Valkyria,Raw,/5
Vertical Autographed Memorabilia Gold,45,Lyra Valkyria,Raw,/10
Vertical Autographed Memorabilia Platinum,45,Lyra Valkyria,Raw,1/1
Vertical Autographed Memorabilia Ruby,45,Lyra Valkyria,Raw,/15
Base Legends,87,Mankind,Legend,/25
Base Legends Amethyst,87,Mankind,Legend,/8
Base Legends Emerald,87,Mankind,Legend,/5
Base Legends Gold,87,Mankind,Legend,/10
Base Legends Platinum,87,Mankind,Legend,1/1
Base Legends Ruby,87,Mankind,Legend,/15
Flawless Achievements,21,Mankind,Legend,/25
Flawless Achievements Amethyst,21,Mankind,Legend,/8
Flawless Achievements Emerald,21,Mankind,Legend,/5
Flawless Achievements Gold,21,Mankind,Legend,/10
Flawless Achievements Platinum,21,Mankind,Legend,1/1
Flawless Achievements Ruby,21,Mankind,Legend,/15
Flawless Achievements Sapphire,21,Mankind,Legend,/20
Flawless SummerSlam Autographs,6,Mankind,Legend,/25
Flawless SummerSlam Autographs Amethyst,6,Mankind,Legend,/8
Flawless SummerSlam Autographs Emerald,6,Mankind,Legend,/5
Flawless SummerSlam Autographs Gold,6,Mankind,Legend,/10
Flawless SummerSlam Autographs Platinum,6,Mankind,Legend,1/1
Flawless SummerSlam Autographs Ruby,6,Mankind,Legend,/15
Flawless SummerSlam Autographs Sapphire,6,Mankind,Legend,/20
Star Swatch Signatures,6,Mankind,Legend,/25
Star Swatch Signatures Amethyst,6,Mankind,Legend,/8
Star Swatch Signatures Emerald,6,Mankind,Legend,/5
Star Swatch Signatures Gold,6,Mankind,Legend,/10
Star Swatch Signatures Platinum,6,Mankind,Legend,1/1
Star Swatch Signatures Ruby,6,Mankind,Legend,/15
WWE Logo Gems,18,Mankind,Legend,1/1
Flawless Dual Memorabilia Platinum,7,Mankind / Undertaker,Legend,1/1
Vertical Autographed Memorabilia,7,Mark Coffey,NXT,/25
Vertical Autographed Memorabilia Amethyst,7,Mark Coffey,NXT,/8
Vertical Autographed Memorabilia Bronze FOTL,7,Mark Coffey,NXT,/3
Vertical Autographed Memorabilia Emerald,7,Mark Coffey,NXT,/5
Vertical Autographed Memorabilia Gold,7,Mark Coffey,NXT,/10
Vertical Autographed Memorabilia Platinum,7,Mark Coffey,NXT,1/1
Vertical Autographed Memorabilia Ruby,7,Mark Coffey,NXT,/15
Vertical Autographed Memorabilia,17,Maryse,Legend,/25
Vertical Autographed Memorabilia Amethyst,17,Maryse,Legend,/8
Vertical Autographed Memorabilia Bronze FOTL,17,Maryse,Legend,/3
Vertical Autographed Memorabilia Emerald,17,Maryse,Legend,/5
Vertical Autographed Memorabilia Gold,17,Maryse,Legend,/10
Vertical Autographed Memorabilia Platinum,17,Maryse,Legend,1/1
Vertical Autographed Memorabilia Ruby,17,Maryse,Legend,/15
Flawless Patch Autographs,37,Maxxine Dupri,Raw,/25
Flawless Patch Autographs Amethyst,37,Maxxine Dupri,Raw,/8
Flawless Patch Autographs Emerald,37,Maxxine Dupri,Raw,/5
Flawless Patch Autographs Gold,37,Maxxine Dupri,Raw,/10
Flawless Patch Autographs Platinum,37,Maxxine Dupri,Raw,1/1
Flawless Patch Autographs Ruby,37,Maxxine Dupri,Raw,/15
Vertical Autographed Memorabilia,37,Maxxine Dupri,Raw,/25
Vertical Autographed Memorabilia Amethyst,37,Maxxine Dupri,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,37,Maxxine Dupri,Raw,/3
Vertical Autographed Memorabilia Emerald,37,Maxxine Dupri,Raw,/5
Vertical Autographed Memorabilia Gold,37,Maxxine Dupri,Raw,/10
Vertical Autographed Memorabilia Platinum,37,Maxxine Dupri,Raw,1/1
Vertical Autographed Memorabilia Ruby,37,Maxxine Dupri,Raw,/15
Base Legends,86,Michelle McCool,Legend,/25
Base Legends Amethyst,86,Michelle McCool,Legend,/8
Base Legends Emerald,86,Michelle McCool,Legend,/5
Base Legends Gold,86,Michelle McCool,Legend,/10
Base Legends Platinum,86,Michelle McCool,Legend,1/1
Base Legends Ruby,86,Michelle McCool,Legend,/15
Flawless Achievements,9,Michelle McCool,Legend,/25
Flawless Achievements Amethyst,9,Michelle McCool,Legend,/8
Flawless Achievements Emerald,9,Michelle McCool,Legend,/5
Flawless Achievements Gold,9,Michelle McCool,Legend,/10
Flawless Achievements Platinum,9,Michelle McCool,Legend,1/1
Flawless Achievements Ruby,9,Michelle McCool,Legend,/15
Flawless Achievements Sapphire,9,Michelle McCool,Legend,/20
Jumbo Memorabilia,37,Montez Ford,SmackDown,/15
Jumbo Memorabilia Amethyst,37,Montez Ford,SmackDown,/8
Jumbo Memorabilia Emerald,37,Montez Ford,SmackDown,/5
Jumbo Memorabilia Gold,37,Montez Ford,SmackDown,/10
Jumbo Memorabilia Platinum,37,Montez Ford,SmackDown,1/1
Vertical Autographed Memorabilia,47,Montez Ford,SmackDown,/25
Vertical Autographed Memorabilia Amethyst,47,Montez Ford,SmackDown,/8
Vertical Autographed Memorabilia Bronze FOTL,47,Montez Ford,SmackDown,/3
Vertical Autographed Memorabilia Emerald,47,Montez Ford,SmackDown,/5
Vertical Autographed Memorabilia Gold,47,Montez Ford,SmackDown,/10
Vertical Autographed Memorabilia Platinum,47,Montez Ford,SmackDown,1/1
Vertical Autographed Memorabilia Ruby,47,Montez Ford,SmackDown,/15
Flawless Finishing Moves,40,Naomi,SmackDown,/25
Flawless Finishing Moves Amethyst,40,Naomi,SmackDown,/8
Flawless Finishing Moves Emerald,40,Naomi,SmackDown,/5
Flawless Finishing Moves Gold,40,Naomi,SmackDown,/10
Flawless Finishing Moves Platinum,40,Naomi,SmackDown,1/1
Flawless Finishing Moves Ruby,40,Naomi,SmackDown,/15
Flawless Finishing Moves Sapphire,40,Naomi,SmackDown,/20
Horizontal Autographed Memorabilia,10,Naomi,SmackDown,/25
Horizontal Autographed Memorabilia Amethyst,10,Naomi,SmackDown,/8
Horizontal Autographed Memorabilia Bronze FOTL,10,Naomi,SmackDown,/3
Horizontal Autographed Memorabilia Emerald,10,Naomi,SmackDown,/5
Horizontal Autographed Memorabilia Gold,10,Naomi,SmackDown,/10
Horizontal Autographed Memorabilia Platinum,10,Naomi,SmackDown,1/1
Horizontal Autographed Memorabilia Ruby,10,Naomi,SmackDown,/15
Signature Prime Materials,4,Naomi,SmackDown,/25
Signature Prime Materials Amethyst,4,Naomi,SmackDown,/8
Signature Prime Materials Emerald,4,Naomi,SmackDown,/5
Signature Prime Materials Gold,4,Naomi,SmackDown,/10
Signature Prime Materials Platinum,4,Naomi,SmackDown,1/1
Signature Prime Materials Ruby,4,Naomi,SmackDown,/15
Smackdown Logo Gems,19,Naomi,SmackDown,1/1
Horizontal Autographed Memorabilia,20,Natalya,Raw,/15
Horizontal Autographed Memorabilia Amethyst,20,Natalya,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,20,Natalya,Raw,/3
Horizontal Autographed Memorabilia Emerald,20,Natalya,Raw,/5
Horizontal Autographed Memorabilia Platinum,20,Natalya,Raw,1/1
Vertical Autographed Memorabilia,9,Natalya,Raw,/15
Vertical Autographed Memorabilia Amethyst,9,Natalya,Raw,/8
Vertical Autographed Memorabilia Bronze FOTL,9,Natalya,Raw,/3
Vertical Autographed Memorabilia Emerald,9,Natalya,Raw,/5
Vertical Autographed Memorabilia Gold,9,Natalya,Raw,/10
Vertical Autographed Memorabilia Platinum,9,Natalya,Raw,1/1
Horizontal Autographed Memorabilia,30,Nathan Frazer,NXT,/25
Horizontal Autographed Memorabilia Amethyst,30,Nathan Frazer,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,30,Nathan Frazer,NXT,/3
Horizontal Autographed Memorabilia Emerald,30,Nathan Frazer,NXT,/5
Horizontal Autographed Memorabilia Gold,30,Nathan Frazer,NXT,/10
Horizontal Autographed Memorabilia Platinum,30,Nathan Frazer,NXT,1/1
Horizontal Autographed Memorabilia Ruby,30,Nathan Frazer,NXT,/15
Flawless Finishing Moves,11,Nia Jax,Raw,/25
Flawless Finishing Moves Amethyst,11,Nia Jax,Raw,/8
Flawless Finishing Moves Emerald,11,Nia Jax,Raw,/5
Flawless Finishing Moves Gold,11,Nia Jax,Raw,/10
Flawless Finishing Moves Platinum,11,Nia Jax,Raw,1/1
Flawless Finishing Moves Ruby,11,Nia Jax,Raw,/15
Flawless Finishing Moves Sapphire,11,Nia Jax,Raw,/20
Flawless Survivor Series Autographs,8,Nia Jax,SmackDown,/25
Flawless Survivor Series Autographs Amethyst,8,Nia Jax,SmackDown,/8
Flawless Survivor Series Autographs Emerald,8,Nia Jax,SmackDown,/5
Flawless Survivor Series Autographs Gold,8,Nia Jax,SmackDown,/10
Flawless Survivor Series Autographs Platinum,8,Nia Jax,SmackDown,1/1
Flawless Survivor Series Autographs Ruby,8,Nia Jax,SmackDown,/15
Flawless Survivor Series Autographs Sapphire,8,Nia Jax,SmackDown,/20
Signature Prime Materials,14,Nia Jax,Raw,/25
Signature Prime Materials Amethyst,14,Nia Jax,Raw,/8
Signature Prime Materials Emerald,14,Nia Jax,Raw,/5
Signature Prime Materials Gold,14,Nia Jax,Raw,/10
Signature Prime Materials Platinum,14,Nia Jax,Raw,1/1
Signature Prime Materials Ruby,14,Nia Jax,Raw,/15
Horizontal Autographed Memorabilia,40,Nikkita Lyons,NXT,/25
Horizontal Autographed Memorabilia Amethyst,40,Nikkita Lyons,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,40,Nikkita Lyons,NXT,/3
Horizontal Autographed Memorabilia Emerald,40,Nikkita Lyons,NXT,/5
Horizontal Autographed Memorabilia Gold,40,Nikkita Lyons,NXT,/10
Horizontal Autographed Memorabilia Platinum,40,Nikkita Lyons,NXT,1/1
Horizontal Autographed Memorabilia Ruby,40,Nikkita Lyons,NXT,/15
NXT Logo Gems,9,Nikkita Lyons,NXT,1/1
5 x 7 Box Topper Cut Signatures,19,Nikolai Volkoff,Legend,1/1
Horizontal Autographed Memorabilia,50,Noam Dar,NXT,/25
Horizontal Autographed Memorabilia Amethyst,50,Noam Dar,NXT,/8
Horizontal Autographed Memorabilia Bronze FOTL,50,Noam Dar,NXT,/3
Horizontal Autographed Memorabilia Emerald,50,Noam Dar,NXT,/5
Horizontal Autographed Memorabilia Gold,50,Noam Dar,NXT,/10
Horizontal Autographed Memorabilia Platinum,50,Noam Dar,NXT,1/1
Horizontal Autographed Memorabilia Ruby,50,Noam Dar,NXT,/15
Signature Prime Materials,24,Noam Dar,NXT,/25
Signature Prime Materials Amethyst,24,Noam Dar,NXT,/8
Signature Prime Materials Emerald,24,Noam Dar,NXT,/5
Signature Prime Materials Gold,24,Noam Dar,NXT,/10
Signature Prime Materials Platinum,24,Noam Dar,NXT,1/1
Signature Prime Materials Ruby,24,Noam Dar,NXT,/15
Base,11,Oba Femi,NXT,/25
Base Amethyst,11,Oba Femi,NXT,/8
Base Emerald,11,Oba Femi,NXT,/5
Base Gold,11,Oba Femi,NXT,/10
Base Platinum,11,Oba Femi,NXT,1/1
Base Ruby,11,Oba Femi,NXT,/15
Flawless Patch Autographs,9,Oba Femi,NXT,/25
Flawless Patch Autographs Amethyst,9,Oba Femi,NXT,/8
Flawless Patch Autographs Emerald,9,Oba Femi,NXT,/5
Flawless Patch Autographs Gold,9,Oba Femi,NXT,/10
Flawless Patch Autographs Platinum,9,Oba Femi,NXT,1/1
Flawless Patch Autographs Ruby,9,Oba Femi,NXT,/15
NXT Logo Gems,8,Oba Femi,NXT,1/1
Vertical Autographed Memorabilia,19,Omos,WWE,/25
Vertical Autographed Memorabilia Amethyst,19,Omos,WWE,/8
Vertical Autographed Memorabilia Emerald,19,Omos,WWE,/5
Vertical Autographed Memorabilia Gold,19,Omos,WWE,/10
Vertical Autographed Memorabilia Platinum,19,Omos,WWE,1/1
Vertical Autographed Memorabilia Ruby,19,Omos,WWE,/15
Signature Prime Materials,34,Oro Mensah,NXT,/25
Signature Prime Materials Amethyst,34,Oro Mensah,NXT,/8
Signature Prime Materials Emerald,34,Oro Mensah,NXT,/5
Signature Prime Materials Gold,34,Oro Mensah,NXT,/10
Signature Prime Materials Platinum,34,Oro Mensah,NXT,1/1
Signature Prime Materials Ruby,34,Oro Mensah,NXT,/15
Signature Prime Materials,6,Otis,Raw,/25
Signature Prime Materials Amethyst,6,Otis,Raw,/8
Signature Prime Materials Emerald,6,Otis,Raw,/5
Signature Prime Materials Gold,6,Otis,Raw,/10
Signature Prime Materials Platinum,6,Otis,Raw,1/1
Signature Prime Materials Ruby,6,Otis,Raw,/15
Base,50,Paul Heyman,SmackDown,/25
Base Amethyst,50,Paul Heyman,SmackDown,/8
Base Emerald,50,Paul Heyman,SmackDown,/5
Base Gold,50,Paul Heyman,SmackDown,/10
Base Platinum,50,Paul Heyman,SmackDown,1/1
Base Ruby,50,Paul Heyman,SmackDown,/15
Smackdown Logo Gems,16,Paul Heyman,SmackDown,1/1
Horizontal Autographed Memorabilia,41,Pete Dunne,Raw,/25
Horizontal Autographed Memorabilia Amethyst,41,Pete Dunne,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,41,Pete Dunne,Raw,/3
Horizontal Autographed Memorabilia Emerald,41,Pete Dunne,Raw,/5
Horizontal Autographed Memorabilia Gold,41,Pete Dunne,Raw,/10
Horizontal Autographed Memorabilia Platinum,41,Pete Dunne,Raw,1/1
Horizontal Autographed Memorabilia Ruby,41,Pete Dunne,Raw,/15
Signature Prime Materials,19,Pete Dunne,SmackDown,/25
Signature Prime Materials Amethyst,19,Pete Dunne,SmackDown,/8
Signature Prime Materials Emerald,19,Pete Dunne,SmackDown,/5
Signature Prime Materials Gold,19,Pete Dunne,SmackDown,/10
Signature Prime Materials Platinum,19,Pete Dunne,SmackDown,1/1
Signature Prime Materials Ruby,19,Pete Dunne,SmackDown,/15
Signature Prime Materials,16,Piper Niven,Raw,/25
Signature Prime Materials Amethyst,16,Piper Niven,Raw,/8
Signature Prime Materials Emerald,16,Piper Niven,Raw,/5
Signature Prime Materials Gold,16,Piper Niven,Raw,/10
Signature Prime Materials Platinum,16,Piper Niven,Raw,1/1
Signature Prime Materials Ruby,16,Piper Niven,Raw,/15
Horizontal Autographed Memorabilia,4,R-Truth,Raw,/25
Horizontal Autographed Memorabilia Amethyst,4,R-Truth,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,4,R-Truth,Raw,/3
Horizontal Autographed Memorabilia Emerald,4,R-Truth,Raw,/5
Horizontal Autographed Memorabilia Gold,4,R-Truth,Raw,/10
Horizontal Autographed Memorabilia Platinum,4,R-Truth,Raw,1/1
Horizontal Autographed Memorabilia Ruby,4,R-Truth,Raw,/15
Base,17,Randy Orton,SmackDown,/25
Base Amethyst,17,Randy Orton,SmackDown,/8
Base Emerald,17,Randy Orton,SmackDown,/5
Base Gold,17,Randy Orton,SmackDown,/10
Base Platinum,17,Randy Orton,SmackDown,1/1
Base Ruby,17,Randy Orton,SmackDown,/15
Flawless Achievements,19,Randy Orton,SmackDown,/15
Flawless Achievements Amethyst,19,Randy Orton,SmackDown,/8
Flawless Achievements Emerald,19,Randy Orton,SmackDown,/5
Flawless Achievements Gold,19,Randy Orton,SmackDown,/10
Flawless Achievements Platinum,19,Randy Orton,SmackDown,1/1
Flawless Finishing Moves,25,Randy Orton,SmackDown,/20
Flawless Finishing Moves Amethyst,25,Randy Orton,SmackDown,/8
Flawless Finishing Moves Emerald,25,Randy Orton,SmackDown,/5
Flawless Finishing Moves Gold,25,Randy Orton,SmackDown,/10
Flawless Finishing Moves Platinum,25,Randy Orton,SmackDown,1/1
Flawless Finishing Moves Ruby,25,Randy Orton,SmackDown,/15
Flawless Performances,1,Randy Orton,SmackDown,/15
Flawless Performances Amethyst,1,Randy Orton,SmackDown,/8
Flawless Performances Emerald,1,Randy Orton,SmackDown,/5
Flawless Performances Gold,1,Randy Orton,SmackDown,/10
Flawless Performances Platinum,1,Randy Orton,SmackDown,1/1
Flawless Royal Rumble Autographs,5,Randy Orton,SmackDown,/20
Flawless Royal Rumble Autographs,15,Randy Orton,SmackDown,/20
Flawless Royal Rumble Autographs Amethyst,5,Randy Orton,SmackDown,/8
Flawless Royal Rumble Autographs Amethyst,15,Randy Orton,SmackDown,/8
Flawless Royal Rumble Autographs Emerald,5,Randy Orton,SmackDown,/5
Flawless Royal Rumble Autographs Emerald,15,Randy Orton,SmackDown,/5
Flawless Royal Rumble Autographs Gold,5,Randy Orton,SmackDown,/10
Flawless Royal Rumble Autographs Gold,15,Randy Orton,SmackDown,/10
Flawless Royal Rumble Autographs Platinum,5,Randy Orton,SmackDown,1/1
Flawless Royal Rumble Autographs Platinum,15,Randy Orton,SmackDown,1/1
Flawless Royal Rumble Autographs Ruby,5,Randy Orton,SmackDown,/15
Flawless Royal Rumble Autographs Ruby,15,Randy Orton,SmackDown,/15
Flawless SummerSlam Autographs,16,Randy Orton,SmackDown,/20
Flawless SummerSlam Autographs Amethyst,16,Randy Orton,SmackDown,/8
Flawless SummerSlam Autographs Emerald,16,Randy Orton,SmackDown,/5
Flawless SummerSlam Autographs Gold,16,Randy Orton,SmackDown,/10
Flawless SummerSlam Autographs Platinum,16,Randy Orton,SmackDown,1/1
Flawless SummerSlam Autographs Ruby,16,Randy Orton,SmackDown,/15
Flawless Survivor Series Autographs,1,Randy Orton,SmackDown,/20
Flawless Survivor Series Autographs Amethyst,1,Randy Orton,SmackDown,/8
Flawless Survivor Series Autographs Emerald,1,Randy Orton,SmackDown,/5
Flawless Survivor Series Autographs Gold,1,Randy Orton,SmackDown,/10
Flawless Survivor Series Autographs Platinum,1,Randy Orton,SmackDown,1/1
Flawless Survivor Series Autographs Ruby,1,Randy Orton,SmackDown,/15
Flawless WrestleMania Autographs,18,Randy Orton,SmackDown,/20
Flawless WrestleMania Autographs Amethyst,18,Randy Orton,SmackDown,/8
Flawless WrestleMania Autographs Emerald,18,Randy Orton,SmackDown,/5
Flawless WrestleMania Autographs Gold,18,Randy Orton,SmackDown,/10
Flawless WrestleMania Autographs Platinum,18,Randy Orton,SmackDown,1/1
Flawless WrestleMania Autographs Ruby,18,Randy Orton,SmackDown,/15
Jumbo Memorabilia,38,Randy Orton,SmackDown,/15
Jumbo Memorabilia Amethyst,38,Randy Orton,SmackDown,/8
Jumbo Memorabilia Emerald,38,Randy Orton,SmackDown,/5
Jumbo Memorabilia Gold,38,Randy Orton,SmackDown,/10
Jumbo Memorabilia Platinum,38,Randy Orton,SmackDown,1/1
Smackdown Logo Gems,9,Randy Orton,SmackDown,1/1
Star Swatch Signatures,16,Randy Orton,SmackDown,/25
Star Swatch Signatures Ruby,16,Randy Orton,SmackDown,/15
Superstar Logo Gems,2,Randy Orton,SmackDown,1/1
WWE Logo Gems,17,Randy Orton,SmackDown,1/1
Flawless Triple Memorabilia Amethyst,2,Randy Orton / Triple H / Batista,SmackDown / Legend / Legend,/8
Flawless Triple Memorabilia Emerald,2,Randy Orton / Triple H / Batista,SmackDown / Legend / Legend,/5
Horizontal Autographed Memorabilia,2,Raquel Rodriguez,WWE,/15
Horizontal Autographed Memorabilia Amethyst,2,Raquel Rodriguez,WWE,/8
Horizontal Autographed Memorabilia Bronze FOTL,2,Raquel Rodriguez,WWE,/3
Horizontal Autographed Memorabilia Emerald,2,Raquel Rodriguez,WWE,/5
Horizontal Autographed Memorabilia Gold,2,Raquel Rodriguez,WWE,/10
Horizontal Autographed Memorabilia Platinum,2,Raquel Rodriguez,WWE,1/1
Vertical Autographed Memorabilia,29,Raquel Rodriguez,WWE,/12
Vertical Autographed Memorabilia Amethyst,29,Raquel Rodriguez,WWE,/8
Vertical Autographed Memorabilia Bronze FOTL,29,Raquel Rodriguez,WWE,/3
Vertical Autographed Memorabilia Emerald,29,Raquel Rodriguez,WWE,/5
Vertical Autographed Memorabilia Gold,29,Raquel Rodriguez,WWE,/10
Vertical Autographed Memorabilia Platinum,29,Raquel Rodriguez,WWE,1/1
5 x 7 Box Topper Cut Signatures,7,Razor Ramon,Legend,1/1
Base Legends,94,Razor Ramon,Legend,/25
Base Legends Amethyst,94,Razor Ramon,Legend,/8
Base Legends Emerald,94,Razor Ramon,Legend,/5
Base Legends Gold,94,Razor Ramon,Legend,/10
Base Legends Platinum,94,Razor Ramon,Legend,1/1
Base Legends Ruby,94,Razor Ramon,Legend,/15
WWE Legends Logo Gems,11,Razor Ramon,Legend,1/1
Base,45,Rey Mysterio,Raw,/25
Base Amethyst,45,Rey Mysterio,Raw,/8
Base Emerald,45,Rey Mysterio,Raw,/5
Base Gold,45,Rey Mysterio,Raw,/10
Base Platinum,45,Rey Mysterio,Raw,1/1
Base Ruby,45,Rey Mysterio,Raw,/15
Flawless Finishing Moves,10,Rey Mysterio,Raw,/25
Flawless Finishing Moves Amethyst,10,Rey Mysterio,Raw,/8
Flawless Finishing Moves Emerald,10,Rey Mysterio,Raw,/5
Flawless Finishing Moves Gold,10,Rey Mysterio,Raw,/10
Flawless Finishing Moves Platinum,10,Rey Mysterio,Raw,1/1
Flawless Finishing Moves Ruby,10,Rey Mysterio,Raw,/15
Flawless Finishing Moves Sapphire,10,Rey Mysterio,Raw,/20
Flawless Performances,11,Rey Mysterio,Raw,/25
Flawless Performances Amethyst,11,Rey Mysterio,Raw,/8
Flawless Performances Emerald,11,Rey Mysterio,Raw,/5
Flawless Performances Gold,11,Rey Mysterio,Raw,/10
Flawless Performances Platinum,11,Rey Mysterio,Raw,1/1
Flawless Performances Ruby,11,Rey Mysterio,Raw,/15
Flawless Performances Sapphire,11,Rey Mysterio,Raw,/20
Flawless Royal Rumble Autographs,25,Rey Mysterio,Raw,/25
Flawless Royal Rumble Autographs Amethyst,25,Rey Mysterio,Raw,/8
Flawless Royal Rumble Autographs Emerald,25,Rey Mysterio,Raw,/5
Flawless Royal Rumble Autographs Gold,25,Rey Mysterio,Raw,/10
Flawless Royal Rumble Autographs Platinum,25,Rey Mysterio,Raw,1/1
Flawless Royal Rumble Autographs Ruby,25,Rey Mysterio,Raw,/15
Flawless Royal Rumble Autographs Sapphire,25,Rey Mysterio,Raw,/20
Flawless SummerSlam Autographs,8,Rey Mysterio,Raw,/25
Flawless SummerSlam Autographs Amethyst,8,Rey Mysterio,Raw,/8
Flawless SummerSlam Autographs Emerald,8,Rey Mysterio,Raw,/5
Flawless SummerSlam Autographs Gold,8,Rey Mysterio,Raw,/10
Flawless SummerSlam Autographs Platinum,8,Rey Mysterio,Raw,1/1
Flawless SummerSlam Autographs Ruby,8,Rey Mysterio,Raw,/15
Flawless SummerSlam Autographs Sapphire,8,Rey Mysterio,Raw,/20
Flawless WrestleMania Autographs,10,Rey Mysterio,Raw,/25
Flawless WrestleMania Autographs Amethyst,10,Rey Mysterio,Raw,/8
Flawless WrestleMania Autographs Emerald,10,Rey Mysterio,Raw,/5
Flawless WrestleMania Autographs Gold,10,Rey Mysterio,Raw,/10
Flawless WrestleMania Autographs Platinum,10,Rey Mysterio,Raw,1/1
Flawless WrestleMania Autographs Ruby,10,Rey Mysterio,Raw,/15
Flawless WrestleMania Autographs Sapphire,10,Rey Mysterio,Raw,/20
Horizontal Autographed Memorabilia,12,Rey Mysterio,Raw,/25
Horizontal Autographed Memorabilia Amethyst,12,Rey Mysterio,Raw,/8
Horizontal Autographed Memorabilia Bronze FOTL,12,Rey Mysterio,Raw,/3
Horizontal Autographed Memorabilia Emerald,12,Rey Mysterio,Raw,/5
Horizontal Autographed Memorabilia Gold,12,Rey Mysterio,Raw,/10
