count,series,collection,Question,Answer
30,SmackDown,/5,type,Flawless Performances Emerald
30,SmackDown,/10,type,Flawless Performances Gold
30,SmackDown,1/1,type,Flawless Performances Platinum
18,SmackDown,/15,type,Flawless Royal Rumble Autographs
18,SmackDown,/8,type,Flawless Royal Rumble Autographs Amethyst
18,SmackDown,/5,type,Flawless Royal Rumble Autographs Emerald
18,SmackDown,/10,type,Flawless Royal Rumble Autographs Gold
18,SmackDown,1/1,type,Flawless Royal Rumble Autographs Platinum
19,SmackDown,/15,type,Flawless SummerSlam Autographs
19,SmackDown,/8,type,Flawless SummerSlam Autographs Amethyst
19,SmackDown,/5,type,Flawless SummerSlam Autographs Emerald
19,SmackDown,/10,type,Flawless SummerSlam Autographs Gold
19,SmackDown,1/1,type,Flawless SummerSlam Autographs Platinum
15,SmackDown,/15,type,Flawless Survivor Series Autographs
15,SmackDown,/8,type,Flawless Survivor Series Autographs Amethyst
15,SmackDown,/5,type,Flawless Survivor Series Autographs Emerald
15,SmackDown,/10,type,Flawless Survivor Series Autographs Gold
15,SmackDown,1/1,type,Flawless Survivor Series Autographs Platinum
3,SmackDown,/15,type,Flawless WrestleMania Autographs
3,SmackDown,/8,type,Flawless WrestleMania Autographs Amethyst
3,SmackDown,/5,type,Flawless WrestleMania Autographs Emerald
3,SmackDown,/10,type,Flawless WrestleMania Autographs Gold
3,SmackDown,1/1,type,Flawless WrestleMania Autographs Platinum
11,SmackDown,/25,type,Horizontal Autographed Memorabilia
11,SmackDown,/8,type,Horizontal Autographed Memorabilia Amethyst
11,SmackDown,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
11,SmackDown,/5,type,Horizontal Autographed Memorabilia Emerald
11,SmackDown,/10,type,Horizontal Autographed Memorabilia Gold
11,SmackDown,1/1,type,Horizontal Autographed Memorabilia Platinum
11,SmackDown,/15,type,Horizontal Autographed Memorabilia Ruby
24,SmackDown,/15,type,Jumbo Memorabilia
24,SmackDown,/8,type,Jumbo Memorabilia Amethyst
24,SmackDown,/5,type,Jumbo Memorabilia Emerald
24,SmackDown,/10,type,Jumbo Memorabilia Gold
24,SmackDown,1/1,type,Jumbo Memorabilia Platinum
27,SmackDown,/25,type,Signature Prime Materials
27,SmackDown,/8,type,Signature Prime Materials Amethyst
27,SmackDown,/5,type,Signature Prime Materials Emerald
27,SmackDown,/10,type,Signature Prime Materials Gold
27,SmackDown,1/1,type,Signature Prime Materials Platinum
27,SmackDown,/15,type,Signature Prime Materials Ruby
6,SmackDown,1/1,type,Smackdown Logo Gems
11,SmackDown,/25,type,Star Swatch Signatures
11,SmackDown,/8,type,Star Swatch Signatures Amethyst
11,SmackDown,/5,type,Star Swatch Signatures Emerald
11,SmackDown,/10,type,Star Swatch Signatures Gold
11,SmackDown,1/1,type,Star Swatch Signatures Platinum
11,SmackDown,/15,type,Star Swatch Signatures Ruby
8,SmackDown,1/1,type,WWE Logo Gems
15,WWE,/15,type,Flawless Memorabilia
15,WWE,/6,type,Flawless Memorabilia Amethyst
15,WWE,/3,type,Flawless Memorabilia Emerald
15,WWE,/10,type,Flawless Memorabilia Gold
15,WWE,1/1,type,Flawless Memorabilia Platinum
40,WWE,/10,type,Flawless Patch Autographs
40,WWE,/8,type,Flawless Patch Autographs Amethyst
40,WWE,/5,type,Flawless Patch Autographs Emerald
40,WWE,1/1,type,Flawless Patch Autographs Platinum
2,WWE,/25,type,Flawless Performances
2,WWE,/8,type,Flawless Performances Amethyst
2,WWE,/5,type,Flawless Performances Emerald
2,WWE,/10,type,Flawless Performances Gold
2,WWE,1/1,type,Flawless Performances Platinum
2,WWE,/15,type,Flawless Performances Ruby
2,WWE,/20,type,Flawless Performances Sapphire
32,WWE,/10,type,Vertical Autographed Memorabilia
32,WWE,/8,type,Vertical Autographed Memorabilia Amethyst
32,WWE,/3,type,Vertical Autographed Memorabilia Bronze FOTL
32,WWE,/5,type,Vertical Autographed Memorabilia Emerald
32,WWE,1/1,type,Vertical Autographed Memorabilia Platinum
63,Legend,/25,type,Base Legends
63,Legend,/8,type,Base Legends Amethyst
63,Legend,/5,type,Base Legends Emerald
63,Legend,/10,type,Base Legends Gold
63,Legend,1/1,type,Base Legends Platinum
63,Legend,/15,type,Base Legends Ruby
22,Legend,/25,type,Flawless Finishing Moves
22,Legend,/8,type,Flawless Finishing Moves Amethyst
22,Legend,/5,type,Flawless Finishing Moves Emerald
22,Legend,/10,type,Flawless Finishing Moves Gold
22,Legend,1/1,type,Flawless Finishing Moves Platinum
22,Legend,/15,type,Flawless Finishing Moves Ruby
22,Legend,/20,type,Flawless Finishing Moves Sapphire
14,Raw,/25,type,Flawless Achievements
14,Raw,/8,type,Flawless Achievements Amethyst
14,Raw,/5,type,Flawless Achievements Emerald
14,Raw,/10,type,Flawless Achievements Gold
14,Raw,1/1,type,Flawless Achievements Platinum
14,Raw,/15,type,Flawless Achievements Ruby
14,Raw,/20,type,Flawless Achievements Sapphire
21,Raw,/8,type,Flawless Finishing Moves Amethyst
12,Raw,/25,type,Flawless Performances
12,Raw,/8,type,Flawless Performances Amethyst
12,Raw,/5,type,Flawless Performances Emerald
12,Raw,/10,type,Flawless Performances Gold
12,Raw,1/1,type,Flawless Performances Platinum
12,Raw,/15,type,Flawless Performances Ruby
12,Raw,/20,type,Flawless Performances Sapphire
6,Raw,/8,type,Flawless Survivor Series Autographs Amethyst
21,Raw,/25,type,Horizontal Autographed Memorabilia
21,Raw,/8,type,Horizontal Autographed Memorabilia Amethyst
21,Raw,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
21,Raw,/5,type,Horizontal Autographed Memorabilia Emerald
21,Raw,/10,type,Horizontal Autographed Memorabilia Gold
21,Raw,1/1,type,Horizontal Autographed Memorabilia Platinum
21,Raw,/15,type,Horizontal Autographed Memorabilia Ruby
5,Raw,/15,type,Jumbo Memorabilia
5,Raw,/8,type,Jumbo Memorabilia Amethyst
5,Raw,/5,type,Jumbo Memorabilia Emerald
5,Raw,/10,type,Jumbo Memorabilia Gold
5,Raw,1/1,type,Jumbo Memorabilia Platinum
16,Raw,1/1,type,Raw Logo Gems
37,Raw,/25,type,Signature Prime Materials
37,Raw,/8,type,Signature Prime Materials Amethyst
37,Raw,/5,type,Signature Prime Materials Emerald
37,Raw,/10,type,Signature Prime Materials Gold
37,Raw,1/1,type,Signature Prime Materials Platinum
37,Raw,/15,type,Signature Prime Materials Ruby
11,WWE,1/1,type,5 x 7 Box Topper Cut Signatures
38,WWE,/15,type,Flawless Memorabilia
38,WWE,/6,type,Flawless Memorabilia Amethyst
38,WWE,/3,type,Flawless Memorabilia Emerald
38,WWE,/10,type,Flawless Memorabilia Gold
38,WWE,1/1,type,Flawless Memorabilia Platinum
9,WWE,1/1,type,Superstar Logo Gems
75,Legend,/25,type,Base Legends
75,Legend,/8,type,Base Legends Amethyst
75,Legend,/5,type,Base Legends Emerald
75,Legend,/10,type,Base Legends Gold
75,Legend,1/1,type,Base Legends Platinum
75,Legend,/15,type,Base Legends Ruby
22,Legend,/8,type,Flawless Achievements Amethyst
22,Legend,/5,type,Flawless Achievements Emerald
22,Legend,/10,type,Flawless Achievements Gold
22,Legend,1/1,type,Flawless Achievements Platinum
22,Legend,/15,type,Flawless Achievements Ruby
22,Legend,/20,type,Flawless Achievements Sapphire
34,Legend,/25,type,Flawless Finishing Moves
34,Legend,/8,type,Flawless Finishing Moves Amethyst
34,Legend,/5,type,Flawless Finishing Moves Emerald
34,Legend,/10,type,Flawless Finishing Moves Gold
34,Legend,/15,type,Flawless Finishing Moves Ruby
34,Legend,/20,type,Flawless Finishing Moves Sapphire
10,Legend,/15,type,Flawless Memorabilia
10,Legend,/6,type,Flawless Memorabilia Amethyst
10,Legend,/3,type,Flawless Memorabilia Emerald
10,Legend,/10,type,Flawless Memorabilia Gold
10,Legend,1/1,type,Flawless Memorabilia Platinum
22,Legend,/25,type,Flawless Performances
22,Legend,/8,type,Flawless Performances Amethyst
22,Legend,/5,type,Flawless Performances Emerald
22,Legend,/10,type,Flawless Performances Gold
22,Legend,1/1,type,Flawless Performances Platinum
22,Legend,/15,type,Flawless Performances Ruby
22,Legend,/20,type,Flawless Performances Sapphire
1,Legend,/25,type,Flawless SummerSlam Autographs
1,Legend,/8,type,Flawless SummerSlam Autographs Amethyst
1,Legend,/5,type,Flawless SummerSlam Autographs Emerald
1,Legend,/10,type,Flawless SummerSlam Autographs Gold
1,Legend,1/1,type,Flawless SummerSlam Autographs Platinum
1,Legend,/15,type,Flawless SummerSlam Autographs Ruby
1,Legend,/20,type,Flawless SummerSlam Autographs Sapphire
14,Legend,/25,type,Flawless Survivor Series Autographs
14,Legend,/8,type,Flawless Survivor Series Autographs Amethyst
14,Legend,/5,type,Flawless Survivor Series Autographs Emerald
14,Legend,/10,type,Flawless Survivor Series Autographs Gold
14,Legend,1/1,type,Flawless Survivor Series Autographs Platinum
14,Legend,/15,type,Flawless Survivor Series Autographs Ruby
14,Legend,/20,type,Flawless Survivor Series Autographs Sapphire
23,Legend,/25,type,Flawless WrestleMania Autographs
23,Legend,/8,type,Flawless WrestleMania Autographs Amethyst
23,Legend,/5,type,Flawless WrestleMania Autographs Emerald
23,Legend,/10,type,Flawless WrestleMania Autographs Gold
23,Legend,1/1,type,Flawless WrestleMania Autographs Platinum
23,Legend,/15,type,Flawless WrestleMania Autographs Ruby
23,Legend,/20,type,Flawless WrestleMania Autographs Sapphire
18,Legend,/25,type,Star Swatch Signatures
18,Legend,/15,type,Star Swatch Signatures Ruby
6,Legend,1/1,type,WWE Legends Logo Gems
15,Legend,/15,type,Flawless Dual Memorabilia
15,Legend,/8,type,Flawless Dual Memorabilia Amethyst
15,Legend,/10,type,Flawless Dual Memorabilia Gold
4,Legend,/8,type,Flawless Dual Memorabilia Amethyst
4,Legend,1/1,type,Flawless Dual Memorabilia Platinum
11,Legend,/5,type,Flawless Dual Memorabilia Emerald
11,Legend,/10,type,Flawless Dual Memorabilia Gold
11,Legend,1/1,type,Flawless Dual Memorabilia Platinum
92,Legend,/25,type,Base Legends
92,Legend,/8,type,Base Legends Amethyst
92,Legend,/5,type,Base Legends Emerald
92,Legend,/10,type,Base Legends Gold
92,Legend,1/1,type,Base Legends Platinum
92,Legend,/15,type,Base Legends Ruby
72,Legend,/25,type,Base Legends
72,Legend,/8,type,Base Legends Amethyst
72,Legend,/5,type,Base Legends Emerald
72,Legend,/10,type,Base Legends Gold
72,Legend,1/1,type,Base Legends Platinum
72,Legend,/15,type,Base Legends Ruby
25,Legend,/15,type,Flawless Memorabilia
25,Legend,/6,type,Flawless Memorabilia Amethyst
25,Legend,/3,type,Flawless Memorabilia Emerald
25,Legend,/10,type,Flawless Memorabilia Gold
25,Legend,1/1,type,Flawless Memorabilia Platinum
15,Legend,/5,type,Flawless Dual Memorabilia Emerald
15,Legend,1/1,type,Flawless Dual Memorabilia Platinum
23,Raw,/25,type,Base
23,Raw,/8,type,Base Amethyst
23,Raw,/5,type,Base Emerald
23,Raw,/10,type,Base Gold
23,Raw,1/1,type,Base Platinum
23,Raw,/15,type,Base Ruby
40,Raw,/15,type,Flawless Memorabilia
40,Raw,/6,type,Flawless Memorabilia Amethyst
40,Raw,/3,type,Flawless Memorabilia Emerald
40,Raw,/10,type,Flawless Memorabilia Gold
40,Raw,1/1,type,Flawless Memorabilia Platinum
2,Raw,/25,type,Flawless Patch Autographs
2,Raw,/8,type,Flawless Patch Autographs Amethyst
2,Raw,/5,type,Flawless Patch Autographs Emerald
2,Raw,/10,type,Flawless Patch Autographs Gold
2,Raw,1/1,type,Flawless Patch Autographs Platinum
2,Raw,/15,type,Flawless Patch Autographs Ruby
31,Raw,/25,type,Horizontal Autographed Memorabilia
31,Raw,/8,type,Horizontal Autographed Memorabilia Amethyst
31,Raw,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
31,Raw,/5,type,Horizontal Autographed Memorabilia Emerald
31,Raw,/10,type,Horizontal Autographed Memorabilia Gold
31,Raw,1/1,type,Horizontal Autographed Memorabilia Platinum
31,Raw,/15,type,Horizontal Autographed Memorabilia Ruby
28,Raw,/15,type,Jumbo Memorabilia
28,Raw,/8,type,Jumbo Memorabilia Amethyst
28,Raw,/5,type,Jumbo Memorabilia Emerald
28,Raw,/10,type,Jumbo Memorabilia Gold
28,Raw,1/1,type,Jumbo Memorabilia Platinum
3,Raw,1/1,type,Raw Logo Gems
9,Raw,/25,type,Signature Prime Materials
9,Raw,/8,type,Signature Prime Materials Amethyst
9,Raw,/5,type,Signature Prime Materials Emerald
9,Raw,/10,type,Signature Prime Materials Gold
9,Raw,1/1,type,Signature Prime Materials Platinum
9,Raw,/15,type,Signature Prime Materials Ruby
13,Raw / Legend,/15,type,Flawless Dual Memorabilia
13,Raw / Legend,/8,type,Flawless Dual Memorabilia Amethyst
36,NXT,/25,type,Vertical Autographed Memorabilia
36,NXT,/8,type,Vertical Autographed Memorabilia Amethyst
36,NXT,/3,type,Vertical Autographed Memorabilia Bronze FOTL
36,NXT,/5,type,Vertical Autographed Memorabilia Emerald
36,NXT,/10,type,Vertical Autographed Memorabilia Gold
36,NXT,1/1,type,Vertical Autographed Memorabilia Platinum
36,NXT,/15,type,Vertical Autographed Memorabilia Ruby
9,Legend,1/1,type,5 x 7 Box Topper Cut Signatures
82,Legend,/25,type,Base Legends
82,Legend,/8,type,Base Legends Amethyst
82,Legend,/5,type,Base Legends Emerald
82,Legend,/10,type,Base Legends Gold
82,Legend,1/1,type,Base Legends Platinum
82,Legend,/15,type,Base Legends Ruby
35,Legend,/15,type,Flawless Memorabilia
35,Legend,/6,type,Flawless Memorabilia Amethyst
35,Legend,/3,type,Flawless Memorabilia Emerald
35,Legend,/10,type,Flawless Memorabilia Gold
35,Legend,1/1,type,Flawless Memorabilia Platinum
12,Legend,/25,type,Flawless Patch Autographs
12,Legend,/8,type,Flawless Patch Autographs Amethyst
12,Legend,/5,type,Flawless Patch Autographs Emerald
12,Legend,/10,type,Flawless Patch Autographs Gold
12,Legend,1/1,type,Flawless Patch Autographs Platinum
12,Legend,/15,type,Flawless Patch Autographs Ruby
46,Raw,/25,type,Vertical Autographed Memorabilia
46,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
46,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
46,Raw,/10,type,Vertical Autographed Memorabilia Gold
46,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
46,Raw,/15,type,Vertical Autographed Memorabilia Ruby
7,Legend,/15,type,Flawless Memorabilia
7,Legend,/6,type,Flawless Memorabilia Amethyst
7,Legend,/3,type,Flawless Memorabilia Emerald
7,Legend,/10,type,Flawless Memorabilia Gold
7,Legend,1/1,type,Flawless Memorabilia Platinum
22,Legend,/25,type,Flawless Patch Autographs
22,Legend,1/1,type,Flawless Patch Autographs Platinum
12,Legend,/8,type,Flawless Dual Memorabilia Amethyst
12,Legend,1/1,type,Flawless Dual Memorabilia Platinum
32,Legend,/25,type,Flawless Patch Autographs
32,Legend,/8,type,Flawless Patch Autographs Amethyst
32,Legend,/5,type,Flawless Patch Autographs Emerald
32,Legend,/10,type,Flawless Patch Autographs Gold
32,Legend,/15,type,Flawless Patch Autographs Ruby
9,Legend,1/1,type,WWE Legends Logo Gems
4,Legend,/10,type,Flawless Triple Memorabilia Gold
4,Legend,1/1,type,Flawless Triple Memorabilia Platinum
4,Legend,/15,type,Flawless Triple Memorabilia
8,SmackDown,/25,type,Vertical Autographed Memorabilia
8,SmackDown,/8,type,Vertical Autographed Memorabilia Amethyst
8,SmackDown,/3,type,Vertical Autographed Memorabilia Bronze FOTL
8,SmackDown,/5,type,Vertical Autographed Memorabilia Emerald
8,SmackDown,/10,type,Vertical Autographed Memorabilia Gold
8,SmackDown,1/1,type,Vertical Autographed Memorabilia Platinum
8,SmackDown,/15,type,Vertical Autographed Memorabilia Ruby
12,Legend,1/1,type,5 x 7 Box Topper Cut Signatures
25,Raw,/25,type,Flawless Patch Autographs
25,Raw,/8,type,Flawless Patch Autographs Amethyst
25,Raw,/5,type,Flawless Patch Autographs Emerald
25,Raw,/10,type,Flawless Patch Autographs Gold
25,Raw,1/1,type,Flawless Patch Autographs Platinum
25,Raw,/15,type,Flawless Patch Autographs Ruby
18,Raw,/25,type,Vertical Autographed Memorabilia
18,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
18,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
18,Raw,/5,type,Vertical Autographed Memorabilia Emerald
18,Raw,/10,type,Vertical Autographed Memorabilia Gold
18,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
18,Raw,/15,type,Vertical Autographed Memorabilia Ruby
3,WWE,/25,type,Horizontal Autographed Memorabilia
3,WWE,/8,type,Horizontal Autographed Memorabilia Amethyst
3,WWE,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
3,WWE,/5,type,Horizontal Autographed Memorabilia Emerald
3,WWE,/10,type,Horizontal Autographed Memorabilia Gold
3,WWE,1/1,type,Horizontal Autographed Memorabilia Platinum
3,WWE,/15,type,Horizontal Autographed Memorabilia Ruby
38,SmackDown,/25,type,Base
38,SmackDown,/8,type,Base Amethyst
38,SmackDown,/5,type,Base Emerald
38,SmackDown,/10,type,Base Gold
38,SmackDown,1/1,type,Base Platinum
38,SmackDown,/15,type,Base Ruby
2,SmackDown,/15,type,Flawless Memorabilia
2,SmackDown,/6,type,Flawless Memorabilia Amethyst
2,SmackDown,/3,type,Flawless Memorabilia Emerald
2,SmackDown,/10,type,Flawless Memorabilia Gold
2,SmackDown,1/1,type,Flawless Memorabilia Platinum
4,SmackDown,/25,type,Flawless Patch Autographs
4,SmackDown,/8,type,Flawless Patch Autographs Amethyst
4,SmackDown,/5,type,Flawless Patch Autographs Emerald
4,SmackDown,/10,type,Flawless Patch Autographs Gold
4,SmackDown,1/1,type,Flawless Patch Autographs Platinum
4,SmackDown,/15,type,Flawless Patch Autographs Ruby
4,SmackDown,/25,type,Flawless Performances
4,SmackDown,/8,type,Flawless Performances Amethyst
4,SmackDown,/5,type,Flawless Performances Emerald
4,SmackDown,/10,type,Flawless Performances Gold
4,SmackDown,1/1,type,Flawless Performances Platinum
4,SmackDown,/15,type,Flawless Performances Ruby
4,SmackDown,/20,type,Flawless Performances Sapphire
13,SmackDown,/25,type,Horizontal Autographed Memorabilia
13,SmackDown,/8,type,Horizontal Autographed Memorabilia Amethyst
13,SmackDown,/3,type,Horizontal Autographed Memorabilia Bronze FOTL
13,SmackDown,/5,type,Horizontal Autographed Memorabilia Emerald
13,SmackDown,/10,type,Horizontal Autographed Memorabilia Gold
13,SmackDown,1/1,type,Horizontal Autographed Memorabilia Platinum
13,SmackDown,/15,type,Horizontal Autographed Memorabilia Ruby
22,SmackDown,/15,type,Jumbo Memorabilia
22,SmackDown,/8,type,Jumbo Memorabilia Amethyst
22,SmackDown,/5,type,Jumbo Memorabilia Emerald
22,SmackDown,/10,type,Jumbo Memorabilia Gold
22,SmackDown,1/1,type,Jumbo Memorabilia Platinum
29,SmackDown,/25,type,Signature Prime Materials
29,SmackDown,/8,type,Signature Prime Materials Amethyst
29,SmackDown,/5,type,Signature Prime Materials Emerald
29,SmackDown,/10,type,Signature Prime Materials Gold
29,SmackDown,1/1,type,Signature Prime Materials Platinum
29,SmackDown,/15,type,Signature Prime Materials Ruby
18,SmackDown,1/1,type,Smackdown Logo Gems
28,Raw,/25,type,Vertical Autographed Memorabilia
28,Raw,/8,type,Vertical Autographed Memorabilia Amethyst
28,Raw,/3,type,Vertical Autographed Memorabilia Bronze FOTL
28,Raw,/5,type,Vertical Autographed Memorabilia Emerald
28,Raw,/10,type,Vertical Autographed Memorabilia Gold
28,Raw,1/1,type,Vertical Autographed Memorabilia Platinum
28,Raw,/15,type,Vertical Autographed Memorabilia Ruby
38,NXT,/25,type,Vertical Autographed Memorabilia
38,NXT,/8,type,Vertical Autographed Memorabilia Amethyst
38,NXT,/3,type,Vertical Autographed Memorabilia Bronze FOTL
38,NXT,/5,type,Vertical Autographed Memorabilia Emerald
38,NXT,/10,type,Vertical Autographed Memorabilia Gold
38,NXT,1/1,type,Vertical Autographed Memorabilia Platinum
38,NXT,/15,type,Vertical Autographed Memorabilia Ruby
25,NXT,/25,type,Vertical Autographed Memorabilia
25,NXT,/8,type,Vertical Autographed Memorabilia Amethyst
25,NXT,/3,type,Vertical Autographed Memorabilia Bronze FOTL
25,NXT,/5,type,Vertical Autographed Memorabilia Emerald
25,NXT,/10,type,Vertical Autographed Memorabilia Gold
25,NXT,1/1,type,Vertical Autographed Memorabilia Platinum
25,NXT,/15,type,Vertical Autographed Memorabilia Ruby
1,WWE,/25,type,Base
1,WWE,/8,type,Base Amethyst
1,WWE,/5,type,Base Emerald
1,WWE,/10,type,Base Gold
1,WWE,1/1,type,Base Platinum
1,WWE,/15,type,Base Ruby
6,WWE,/15,type,Flawless Achievements
6,WWE,/8,type,Flawless Achievements Amethyst
6,WWE,/5,type,Flawless Achievements Emerald
6,WWE,/10,type,Flawless Achievements Gold
6,WWE,1/1,type,Flawless Achievements Platinum
12,WWE,/15,type,Flawless Finishing Moves
12,WWE,/8,type,Flawless Finishing Moves Amethyst
12,WWE,/5,type,Flawless Finishing Moves Emerald
12,WWE,/10,type,Flawless Finishing Moves Gold
12,WWE,1/1,type,Flawless Finishing Moves Platinum
14,WWE,/15,type,Flawless Performances
14,WWE,/8,type,Flawless Performances Amethyst
14,WWE,/5,type,Flawless Performances Emerald
14,WWE,/10,type,Flawless Performances Gold
14,WWE,1/1,type,Flawless Performances Platinum
20,WWE,/15,type,Flawless Royal Rumble Autographs
20,WWE,/8,type,Flawless Royal Rumble Autographs Amethyst
20,WWE,/5,type,Flawless Royal Rumble Autographs Emerald
20,WWE,/10,type,Flawless Royal Rumble Autographs Gold
20,WWE,1/1,type,Flawless Royal Rumble Autographs Platinum
11,WWE,/15,type,Flawless SummerSlam Autographs
11,WWE,/8,type,Flawless SummerSlam Autographs Amethyst
11,WWE,/5,type,Flawless SummerSlam Autographs Emerald
11,WWE,/10,type,Flawless SummerSlam Autographs Gold
11,WWE,1/1,type,Flawless SummerSlam Autographs Platinum
3,WWE,/15,type,Flawless Survivor Series Autographs
3,WWE,/8,type,Flawless Survivor Series Autographs Amethyst
3,WWE,/5,type,Flawless Survivor Series Autographs Emerald
3,WWE,/10,type,Flawless Survivor Series Autographs Gold
3,WWE,1/1,type,Flawless Survivor Series Autographs Platinum
13,WWE,/15,type,Flawless WrestleMania Autographs
13,WWE,/8,type,Flawless WrestleMania Autographs Amethyst
13,WWE,/5,type,Flawless WrestleMania Autographs Emerald
13,WWE,/10,type,Flawless WrestleMania Autographs Gold
13,WWE,1/1,type,Flawless WrestleMania Autographs Platinum
48,WWE,/25,type,Vertical Autographed Memorabilia
48,WWE,/8,type,Vertical Autographed Memorabilia Amethyst
48,WWE,/3,type,Vertical Autographed Memorabilia Bronze FOTL
48,WWE,/5,type,Vertical Autographed Memorabilia Emerald
48,WWE,/10,type,Vertical Autographed Memorabilia Gold
48,WWE,1/1,type,Vertical Autographed Memorabilia Platinum
48,WWE,/15,type,Vertical Autographed Memorabilia Ruby
4,WWE,1/1,type,WWE Logo Gems
10,SmackDown,/25,type,Vertical Autographed Memorabilia
10,SmackDown,/8,type,Vertical Autographed Memorabilia Amethyst
10,SmackDown,/3,type,Vertical Autographed Memorabilia Bronze FOTL
10,SmackDown,/5,type,Vertical Autographed Memorabilia Emerald
10,SmackDown,/10,type,Vertical Autographed Memorabilia Gold
10,SmackDown,1/1,type,Vertical Autographed Memorabilia Platinum
10,SmackDown,/15,type,Vertical Autographed Memorabilia Ruby
73,Legend,/25,type,Base Legends
73,Legend,/8,type,Base Legends Amethyst
73,Legend,/5,type,Base Legends Emerald
73,Legend,/10,type,Base Legends Gold
73,Legend,1/1,type,Base Legends Platinum
73,Legend,/15,type,Base Legends Ruby
27,Legend,/15,type,Flawless Memorabilia
27,Legend,/6,type,Flawless Memorabilia Amethyst
27,Legend,/3,type,Flawless Memorabilia Emerald
27,Legend,/10,type,Flawless Memorabilia Gold
27,Legend,1/1,type,Flawless Memorabilia Platinum
8,Legend,1/1,type,WWE Legends Logo Gems
8,Legend,/8,type,Flawless Dual Memorabilia Amethyst
8,Legend,1/1,type,Flawless Dual Memorabilia Platinum
5,Legend,/15,type,Flawless Triple Memorabilia
27,Raw,/25,type,Base
27,Raw,/8,type,Base Amethyst
27,Raw,/5,type,Base Emerald
27,Raw,/10,type,Base Gold
27,Raw,1/1,type,Base Platinum
27,Raw,/15,type,Base Ruby
16,Raw,/25,type,Flawless Achievements
16,Raw,/8,type,Flawless Achievements Amethyst
16,Raw,/5,type,Flawless Achievements Emerald
16,Raw,/10,type,Flawless Achievements Gold
16,Raw,1/1,type,Flawless Achievements Platinum
16,Raw,/15,type,Flawless Achievements Ruby
16,Raw,/20,type,Flawless Achievements Sapphire
20,Raw,/25,type,Flawless Finishing Moves
20,Raw,/8,type,Flawless Finishing Moves Amethyst
20,Raw,/5,type,Flawless Finishing Moves Emerald
20,Raw,/10,type,Flawless Finishing Moves Gold
20,Raw,1/1,type,Flawless Finishing Moves Platinum
20,Raw,/15,type,Flawless Finishing Moves Ruby
20,Raw,/20,type,Flawless Finishing Moves Sapphire
12,Raw,/15,type,Flawless Memorabilia
12,Raw,/6,type,Flawless Memorabilia Amethyst
12,Raw,/3,type,Flawless Memorabilia Emerald
12,Raw,/10,type,Flawless Memorabilia Gold
12,Raw,1/1,type,Flawless Memorabilia Platinum
24,Raw,/25,type,Flawless Performances
24,Raw,/8,type,Flawless Performances Amethyst
24,Raw,/5,type,Flawless Performances Emerald
24,Raw,/10,type,Flawless Performances Gold
24,Raw,1/1,type,Flawless Performances Platinum
24,Raw,/15,type,Flawless Performances Ruby
24,Raw,/20,type,Flawless Performances Sapphire
21,Raw,/25,type,Flawless SummerSlam Autographs
21,Raw,/8,type,Flawless SummerSlam Autographs Amethyst
21,Raw,/5,type,Flawless SummerSlam Autographs Emerald
21,Raw,/10,type,Flawless SummerSlam Autographs Gold
21,Raw,1/1,type,Flawless SummerSlam Autographs Platinum
21,Raw,/15,type,Flawless SummerSlam Autographs Ruby
21,Raw,/20,type,Flawless SummerSlam Autographs Sapphire
21,Raw,/25,type,Flawless Survivor Series Autographs
21,Raw,/8,type,Flawless Survivor Series Autographs Amethyst
21,Raw,/5,type,Flawless Survivor Series Autographs Emerald
21,Raw,/10,type,Flawless Survivor Series Autographs Gold
21,Raw,1/1,type,Flawless Survivor Series Autographs Platinum
21,Raw,/15,type,Flawless Survivor Series Autographs Ruby
21,Raw,/20,type,Flawless Survivor Series Autographs Sapphire
5,Raw,/25,type,Flawless WrestleMania Autographs
5,Raw,/8,type,Flawless WrestleMania Autographs Amethyst
5,Raw,/5,type,Flawless WrestleMania Autographs Emerald
5,Raw,/10,type,Flawless WrestleMania Autographs Gold
5,Raw,1/1,type,Flawless WrestleMania Autographs Platinum
5,Raw,/15,type,Flawless WrestleMania Autographs Ruby
5,Raw,/20,type,Flawless WrestleMania Autographs Sapphire
8,Raw,/15,type,Jumbo Memorabilia
8,Raw,/8,type,Jumbo Memorabilia Amethyst
8,Raw,/5,type,Jumbo Memorabilia Emerald
8,Raw,/10,type,Jumbo Memorabilia Gold
8,Raw,1/1,type,Jumbo Memorabilia Platinum
2,Raw,1/1,type,Raw Logo Gems
10,Raw,/25,type,Star Swatch Signatures
10,Raw,/8,type,Star Swatch Signatures Amethyst
10,Raw,/5,type,Star Swatch Signatures Emerald
10,Raw,/10,type,Star Swatch Signatures Gold
10,Raw,1/1,type,Star Swatch Signatures Platinum
10,Raw,/15,type,Star Swatch Signatures Ruby
7,Raw,1/1,type,Superstar Logo Gems
9,WWE,1/1,type,WWE Logo Gems
